Employee ID,StartDate,education,Job Role,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,DepartmentType,Division,State,GenderCode,RaceDesc,MaritalDesc,Performance Score,Current Employee Rating,Engagement Score,Satisfaction Score,Work-Life Balance Score,Training Program Name,Training Type,Training Outcome,Training Months,Training Cost,Age
3787,1/19/2023,Doctorate,Production Technician II,Terminated,Full-Time,Zone C,Part-Time,Production       ,General - Sga,Massachusetts,Female,White,Widowed,Fully Meets,3,1,2,1,Project Management,External,Passed,4,$140 ,51
3788,5/17/2023,Doctorate,Production Technician II,Terminated,Part-Time,Zone A,Full-Time,Production       ,Field Operations,Massachusetts,Female,Black,Married,Fully Meets,3,3,4,2,Customer Service,External,Completed,2,$797 ,47
3789,6/7/2020,Bachelors,Production Technician II,Active,Contract,Zone A,Part-Time,Production       ,Wireline Construction,Massachusetts,Female,Other,Widowed,Fully Meets,3,3,1,4,Technical Skills,External,Incomplete,1,$997 ,43
3790,7/7/2023,Post Graduate,Production Technician II,Active,Full-Time,Zone A,Temporary,Production       ,Yard (Material Handling),Massachusetts,Female,Hispanic,Single,Fully Meets,3,3,2,1,Communication Skills,External,Completed,2,$677 ,61
3791,3/28/2020,Doctorate,Production Technician I,Active,Full-Time,Zone B,Full-Time,Production       ,Finance & Accounting,Massachusetts,Female,Asian,Divorced,Fully Meets,3,4,1,1,Leadership Development,External,Failed,2,$349 ,42
3792,5/23/2019,Masters,Production Technician I,Active,Part-Time,Zone C,Full-Time,Production       ,Engineers,Massachusetts,Male,White,Married,Fully Meets,3,2,2,2,Project Management,External,Passed,1,$386 ,21
3793,4/20/2019,Post Graduate,Production Technician I,Active,Full-Time,Zone B,Full-Time,Production       ,General - Con,Massachusetts,Male,Asian,Married,Fully Meets,3,2,3,3,Project Management,Internal,Completed,2,$553 ,67
3794,9/9/2018,Bachelors,Production Technician I,Active,Contract,Zone A,Full-Time,Production       ,General - Con,Massachusetts,Male,Asian,Widowed,Fully Meets,5,1,1,3,Communication Skills,External,Failed,2,$645 ,22
3795,7/14/2022,Diplomas,Production Technician I,Active,Part-Time,Zone A,Part-Time,Production       ,General - Sga,Massachusetts,Male,White,Divorced,Exceeds,3,4,3,2,Project Management,External,Passed,1,$954 ,33
3796,4/17/2019,Masters,Production Technician I,Active,Contract,Zone A,Part-Time,Production       ,General - Con,Massachusetts,Female,Hispanic,Married,Exceeds,3,1,5,2,Technical Skills,External,Incomplete,5,$256 ,55
3797,5/15/2020,Bachelors,Production Technician I,Active,Contract,Zone A,Full-Time,Production       ,Catv,Massachusetts,Female,Black,Married,Fully Meets,3,3,4,2,Technical Skills,External,Completed,2,$279 ,45
3798,4/4/2020,Bachelors,Production Technician I,Active,Full-Time,Zone C,Full-Time,Production       ,General - Con,Massachusetts,Male,Other,Widowed,Fully Meets,3,1,1,1,Project Management,External,Passed,5,$303 ,59
3799,10/15/2022,Post Graduate,Production Technician I,Active,Full-Time,Zone A,Temporary,Production       ,Executive,Massachusetts,Male,Hispanic,Single,Exceeds,3,3,1,3,Communication Skills,Internal,Incomplete,4,$809 ,58
3800,7/11/2019,Doctorate,Production Technician I,Active,Contract,Zone C,Part-Time,Production       ,General - Sga,Massachusetts,Male,Other,Married,Fully Meets,3,5,3,5,Customer Service,Internal,Completed,4,$886 ,69
3801,10/2/2019,Post Graduate,Production Technician I,Active,Contract,Zone C,Temporary,Production       ,Field Operations,Massachusetts,Female,Hispanic,Single,Fully Meets,3,2,1,4,Leadership Development,External,Incomplete,2,$126 ,71
3802,3/4/2021,Masters,Production Technician I,Active,Full-Time,Zone A,Full-Time,Production       ,Field Operations,Massachusetts,Male,White,Divorced,Fully Meets,3,3,3,5,Leadership Development,Internal,Passed,1,$494 ,74
3804,5/15/2019,Masters,Production Technician I,Active,Full-Time,Zone C,Part-Time,Production       ,General - Con,Massachusetts,Female,Hispanic,Single,Fully Meets,3,3,2,2,Customer Service,External,Incomplete,4,$415 ,41
3805,4/28/2022,Masters,Production Technician I,Active,Full-Time,Zone B,Part-Time,Production       ,General - Con,Massachusetts,Male,Other,Divorced,Fully Meets,3,2,5,2,Communication Skills,External,Incomplete,1,$392 ,40
3806,9/23/2021,Diplomas,Production Technician I,Active,Contract,Zone C,Temporary,Production       ,Field Operations,Massachusetts,Male,Other,Married,Fully Meets,3,4,1,5,Customer Service,External,Passed,4,$601 ,47
3807,9/15/2021,Bachelors,Production Technician I,Active,Contract,Zone C,Temporary,Production       ,Project Management - Con,Massachusetts,Male,Asian,Single,Fully Meets,3,4,5,4,Communication Skills,External,Passed,1,$998 ,57
3808,4/27/2019,Post Graduate,IT Support,Active,Contract,Zone B,Full-Time,IT/IS,General - Sga,Massachusetts,Female,White,Widowed,Fully Meets,3,5,4,4,Technical Skills,External,Passed,4,$254 ,71
3809,10/6/2019,Post Graduate,Network Engineer,Active,Part-Time,Zone B,Part-Time,IT/IS,Field Operations,Massachusetts,Male,Hispanic,Single,Fully Meets,3,3,1,5,Technical Skills,External,Incomplete,3,$787 ,18
3810,2/16/2020,Masters,Sr. Network Engineer,Active,Full-Time,Zone A,Temporary,IT/IS,General - Sga,Connecticut,Female,Black,Single,Fully Meets,3,3,3,1,Communication Skills,External,Completed,3,$190 ,61
3811,5/14/2022,Post Graduate,Sr. Network Engineer,Active,Part-Time,Zone B,Temporary,IT/IS,Fielders,Connecticut,Male,Hispanic,Widowed,Fully Meets,3,1,1,1,Technical Skills,External,Completed,2,$484 ,64
3812,2/13/2019,Diplomas,Sr. Network Engineer,Active,Contract,Zone B,Full-Time,IT/IS,General - Eng,Massachusetts,Female,Hispanic,Single,Fully Meets,3,3,3,1,Communication Skills,Internal,Failed,5,$300 ,34
3813,8/24/2022,Masters,IT Support,Active,Part-Time,Zone A,Part-Time,IT/IS,Engineers,Massachusetts,Male,Hispanic,Widowed,Fully Meets,3,2,3,4,Technical Skills,Internal,Failed,1,$170 ,67
3815,3/26/2021,Bachelors,Network Engineer,Active,Contract,Zone C,Part-Time,IT/IS,Project Management - Con,Massachusetts,Male,White,Divorced,Fully Meets,3,1,5,3,Project Management,Internal,Failed,1,$910 ,37
3816,5/1/2021,Doctorate,IT Support,Active,Full-Time,Zone A,Temporary,IT/IS,Field Operations,Massachusetts,Male,Hispanic,Single,Fully Meets,3,1,1,5,Communication Skills,External,Passed,5,$912 ,65
3817,10/10/2021,Masters,IT Support,Active,Part-Time,Zone A,Full-Time,IT/IS,General - Con,Massachusetts,Female,Black,Single,Needs Improvement,3,3,3,1,Customer Service,Internal,Incomplete,4,$457 ,43
3818,1/2/2020,Masters,Network Engineer,Active,Part-Time,Zone A,Part-Time,IT/IS,Wireless,Massachusetts,Male,Asian,Single,Fully Meets,3,1,1,3,Leadership Development,External,Incomplete,4,$314 ,70
3819,1/20/2020,Doctorate,Network Engineer,Active,Full-Time,Zone B,Part-Time,IT/IS,Aerial,Massachusetts,Female,Asian,Single,Fully Meets,3,4,1,1,Leadership Development,Internal,Incomplete,3,$906 ,63
3820,8/11/2018,Masters,Network Engineer,Active,Contract,Zone C,Full-Time,IT/IS,General - Con,Massachusetts,Female,Other,Divorced,Fully Meets,3,1,3,4,Project Management,External,Incomplete,2,$334 ,42
3821,12/18/2021,Bachelors,Sr. Network Engineer,Active,Contract,Zone A,Temporary,IT/IS,Field Operations,Massachusetts,Male,White,Single,Fully Meets,3,5,4,4,Project Management,External,Passed,2,$867 ,40
3822,9/24/2019,Diplomas,Network Engineer,Active,Full-Time,Zone B,Part-Time,Executive Office,General - Con,Massachusetts,Male,Hispanic,Divorced,Fully Meets,3,4,4,5,Technical Skills,Internal,Incomplete,5,$358 ,44
3823,10/17/2022,Diplomas,Network Engineer,Active,Full-Time,Zone A,Temporary,Executive Office,Shop (Fleet),Massachusetts,Male,White,Single,Needs Improvement,3,5,4,1,Communication Skills,External,Completed,4,$517 ,35
3824,1/7/2020,Diplomas,IT Support,Active,Contract,Zone C,Full-Time,IT/IS,General - Sga,Massachusetts,Male,Black,Single,Fully Meets,3,4,4,5,Leadership Development,Internal,Completed,5,$200 ,72
3825,11/5/2022,Post Graduate,IT Support,Active,Full-Time,Zone A,Part-Time,IT/IS,Field Operations,Massachusetts,Male,Black,Married,Fully Meets,3,4,4,2,Leadership Development,Internal,Completed,1,$729 ,24
3826,4/26/2023,Diplomas,IT Support,Active,Part-Time,Zone B,Full-Time,IT/IS,Field Operations,Massachusetts,Male,Asian,Divorced,Fully Meets,3,2,1,3,Communication Skills,Internal,Completed,4,$286 ,22
3827,5/29/2019,Diplomas,IT Support,Active,Part-Time,Zone B,Part-Time,IT/IS,General - Eng,Massachusetts,Male,Asian,Widowed,Fully Meets,3,3,3,4,Communication Skills,Internal,Failed,5,$997 ,27
3828,9/12/2019,Post Graduate,Sr. Network Engineer,Active,Part-Time,Zone A,Full-Time,IT/IS,Aerial,Massachusetts,Male,Black,Divorced,Fully Meets,3,2,5,1,Leadership Development,External,Failed,2,$985 ,29
3829,1/27/2019,Doctorate,Sr. Network Engineer,Active,Part-Time,Zone C,Full-Time,IT/IS,Project Management - Con,Massachusetts,Male,Other,Married,Exceeds,3,3,2,1,Project Management,External,Incomplete,5,$234 ,63
3830,8/20/2019,Masters,Principal Data Architect,Active,Part-Time,Zone C,Temporary,IT/IS,Field Operations,Connecticut,Male,White,Widowed,PIP,3,1,1,3,Technical Skills,Internal,Completed,3,$142 ,72
3831,9/14/2018,Diplomas,Enterprise Architect,Active,Part-Time,Zone C,Part-Time,IT/IS,Field Operations,Connecticut,Female,Hispanic,Divorced,Needs Improvement,3,3,2,5,Project Management,Internal,Failed,2,$785 ,68
3833,1/26/2022,Bachelors,Network Engineer,Active,Full-Time,Zone A,Part-Time,Executive Office,Field Operations,Massachusetts,Male,Asian,Single,PIP,3,3,5,2,Leadership Development,External,Completed,2,$409 ,69
3834,5/10/2019,Post Graduate,Network Engineer,Active,Contract,Zone C,Part-Time,Executive Office,Field Operations,Massachusetts,Male,Hispanic,Married,Fully Meets,3,3,5,5,Technical Skills,External,Passed,1,$701 ,58
3835,1/2/2019,Diplomas,IT Support,Active,Part-Time,Zone B,Part-Time,IT/IS,Yard (Material Handling),Massachusetts,Male,Hispanic,Divorced,Fully Meets,3,5,3,1,Customer Service,External,Failed,3,$440 ,26
3836,8/13/2021,Masters,IT Support,Active,Contract,Zone A,Temporary,IT/IS,General - Con,Massachusetts,Male,Black,Single,Fully Meets,3,2,3,5,Technical Skills,External,Incomplete,3,$831 ,75
3837,10/2/2022,Bachelors,IT Support,Active,Part-Time,Zone A,Part-Time,IT/IS,Finance & Accounting,Massachusetts,Male,Other,Single,PIP,3,5,3,1,Communication Skills,Internal,Failed,3,$320 ,66
3838,12/17/2018,Bachelors,IT Support,Active,Part-Time,Zone A,Full-Time,IT/IS,Field Operations,Massachusetts,Female,Asian,Single,PIP,3,1,1,2,Communication Skills,Internal,Failed,2,$510 ,39
3839,10/11/2021,Bachelors,Sr. Network Engineer,Active,Contract,Zone B,Part-Time,IT/IS,General - Con,Massachusetts,Male,Hispanic,Divorced,PIP,3,3,3,4,Communication Skills,External,Failed,4,$403 ,21
3840,4/1/2023,Masters,Sr. Network Engineer,Active,Part-Time,Zone B,Full-Time,IT/IS,Field Operations,Massachusetts,Male,Hispanic,Single,Fully Meets,3,1,5,4,Technical Skills,External,Failed,4,$171 ,54
3841,3/20/2021,Post Graduate,Principal Data Architect,Active,Full-Time,Zone C,Full-Time,IT/IS,Wireline Construction,Connecticut,Male,Asian,Single,Fully Meets,3,5,4,4,Customer Service,External,Passed,4,$873 ,51
3844,6/10/2021,Post Graduate,Network Engineer,Active,Part-Time,Zone C,Temporary,Executive Office,General - Con,Massachusetts,Male,White,Single,PIP,3,3,2,5,Project Management,External,Failed,5,$604 ,60
3845,8/25/2019,Doctorate,Network Engineer,Active,Contract,Zone A,Full-Time,Executive Office,Field Operations,Massachusetts,Male,Hispanic,Single,PIP,3,4,5,3,Project Management,Internal,Passed,5,$546 ,50
3846,5/4/2020,Diplomas,IT Support,Active,Contract,Zone C,Full-Time,IT/IS,Wireline Construction,Massachusetts,Male,Asian,Single,Fully Meets,3,4,5,1,Leadership Development,Internal,Incomplete,4,$608 ,45
3847,2/24/2019,Diplomas,IT Support,Active,Part-Time,Zone B,Temporary,IT/IS,Field Operations,Massachusetts,Male,Hispanic,Single,Fully Meets,3,5,3,1,Technical Skills,Internal,Completed,4,$131 ,21
3848,9/24/2019,Masters,IT Support,Active,Full-Time,Zone C,Temporary,IT/IS,Field Operations,Massachusetts,Male,Asian,Married,Fully Meets,3,5,1,4,Communication Skills,Internal,Incomplete,2,$444 ,23
3849,2/13/2021,Diplomas,IT Support,Active,Contract,Zone A,Part-Time,IT/IS,General - Con,Massachusetts,Female,White,Widowed,Fully Meets,3,3,3,1,Leadership Development,External,Passed,3,$436 ,42
3850,1/5/2020,Masters,Sr. Network Engineer,Active,Part-Time,Zone B,Temporary,IT/IS,Yard (Material Handling),Massachusetts,Male,Hispanic,Single,Fully Meets,3,1,3,5,Communication Skills,Internal,Completed,1,$356 ,67
3854,6/6/2019,Bachelors,Network Engineer,Active,Part-Time,Zone B,Temporary,Executive Office,Technology / It,Massachusetts,Male,Black,Single,Fully Meets,3,5,2,5,Communication Skills,External,Incomplete,5,$914 ,77
3855,5/25/2021,Post Graduate,Network Engineer,Active,Part-Time,Zone B,Part-Time,Executive Office,People Services,Massachusetts,Male,Other,Widowed,Fully Meets,3,5,3,4,Communication Skills,External,Passed,1,$158 ,22
3856,3/17/2023,Post Graduate,Network Engineer,Active,Part-Time,Zone C,Part-Time,Executive Office,Wireline Construction,Massachusetts,Male,Other,Divorced,PIP,3,5,1,4,Technical Skills,External,Completed,4,$528 ,29
3857,10/2/2022,Diplomas,IT Support,Active,Contract,Zone B,Temporary,IT/IS,Fielders,Massachusetts,Male,Black,Widowed,PIP,3,1,1,2,Leadership Development,External,Completed,1,$601 ,59
3858,1/22/2022,Masters,IT Support,Active,Full-Time,Zone B,Full-Time,IT/IS,Engineers,Massachusetts,Male,Other,Married,Fully Meets,3,3,3,1,Project Management,External,Failed,4,$479 ,71
3859,11/29/2019,Doctorate,IT Support,Active,Full-Time,Zone B,Part-Time,IT/IS,Fielders,Massachusetts,Female,Hispanic,Married,PIP,3,1,2,5,Communication Skills,External,Completed,1,$839 ,27
3860,7/1/2020,Post Graduate,IT Support,Active,Contract,Zone B,Temporary,IT/IS,Catv,Massachusetts,Female,Asian,Single,Fully Meets,3,2,4,3,Technical Skills,Internal,Completed,4,$390 ,24
3861,3/24/2022,Doctorate,Sr. Network Engineer,Active,Full-Time,Zone C,Part-Time,IT/IS,General - Con,Massachusetts,Male,Other,Widowed,PIP,3,3,1,5,Project Management,Internal,Passed,1,$911 ,57
3863,6/7/2019,Diplomas,Principal Data Architect,Active,Contract,Zone A,Temporary,IT/IS,Aerial,Massachusetts,Female,Other,Single,PIP,3,4,2,1,Leadership Development,Internal,Incomplete,5,$275 ,47
3865,9/29/2020,Bachelors,Network Engineer,Active,Part-Time,Zone C,Temporary,Production       ,Sales & Marketing,Massachusetts,Male,Asian,Single,Needs Improvement,3,1,4,3,Project Management,External,Completed,2,$399 ,57
3866,9/4/2020,Post Graduate,Network Engineer,Active,Contract,Zone A,Full-Time,Executive Office,Field Operations,Massachusetts,Male,Other,Divorced,Fully Meets,3,2,1,5,Customer Service,Internal,Incomplete,4,$993 ,61
3867,8/26/2018,Post Graduate,Network Engineer,Active,Part-Time,Zone B,Full-Time,Executive Office,Catv,Massachusetts,Male,Other,Widowed,Fully Meets,3,5,3,3,Communication Skills,External,Failed,4,$541 ,32
3868,8/17/2019,Diplomas,Network Engineer,Active,Contract,Zone A,Part-Time,IT/IS,Finance & Accounting,Massachusetts,Male,Hispanic,Widowed,Fully Meets,3,3,1,2,Project Management,Internal,Completed,3,$273 ,19
3869,9/25/2019,Bachelors,IT Support,Active,Full-Time,Zone A,Temporary,IT/IS,Field Operations,Massachusetts,Male,Hispanic,Divorced,Fully Meets,3,1,4,2,Project Management,External,Completed,2,$906 ,42
3870,3/11/2023,Diplomas,IT Support,Active,Contract,Zone B,Temporary,IT/IS,Project Management - Con,Massachusetts,Male,Asian,Single,Fully Meets,3,1,5,1,Technical Skills,External,Completed,1,$919 ,57
3871,12/15/2022,Diplomas,IT Support,Active,Full-Time,Zone B,Full-Time,IT/IS,General - Con,Massachusetts,Female,White,Widowed,Fully Meets,3,4,5,2,Technical Skills,External,Completed,5,$980 ,51
3872,8/10/2018,Diplomas,IT Support,Active,Contract,Zone B,Part-Time,IT/IS,Engineers,Massachusetts,Female,Asian,Single,Fully Meets,3,5,5,3,Communication Skills,Internal,Completed,3,$500 ,52
3873,3/4/2022,Post Graduate,Sr. Network Engineer,Active,Full-Time,Zone B,Part-Time,IT/IS,Executive,Massachusetts,Male,Hispanic,Widowed,Fully Meets,3,3,4,5,Project Management,Internal,Completed,3,$598 ,50
3874,6/2/2020,Post Graduate,Sr. Network Engineer,Active,Part-Time,Zone C,Part-Time,IT/IS,General - Con,Connecticut,Male,Hispanic,Married,Fully Meets,3,4,4,5,Project Management,External,Passed,2,$422 ,23
3875,6/29/2021,Bachelors,Sr. Network Engineer,Active,Contract,Zone A,Temporary,IT/IS,Underground,Connecticut,Male,Asian,Divorced,Fully Meets,3,5,5,1,Leadership Development,External,Incomplete,2,$860 ,52
3876,10/24/2021,Doctorate,Principal Data Architect,Active,Contract,Zone C,Temporary,IT/IS,General - Con,Massachusetts,Female,Hispanic,Single,PIP,3,3,2,5,Leadership Development,External,Failed,1,$946 ,67
3877,10/22/2018,Bachelors,Network Engineer,Active,Part-Time,Zone A,Full-Time,Executive Office,General - Con,Massachusetts,Male,Asian,Single,PIP,3,3,3,4,Communication Skills,External,Passed,1,$889 ,42
3878,9/8/2018,Post Graduate,Network Engineer,Active,Contract,Zone B,Part-Time,Executive Office,Engineers,Massachusetts,Male,Other,Divorced,Fully Meets,3,4,4,1,Customer Service,Internal,Passed,5,$750 ,51
3879,2/8/2019,Post Graduate,Network Engineer,Active,Full-Time,Zone C,Part-Time,IT/IS,Field Operations,Massachusetts,Male,Hispanic,Married,Fully Meets,3,1,5,2,Project Management,Internal,Incomplete,2,$614 ,23
3880,3/29/2021,Bachelors,Network Engineer,Active,Part-Time,Zone B,Temporary,IT/IS,General - Con,Massachusetts,Male,Black,Single,Fully Meets,3,4,3,1,Communication Skills,Internal,Completed,3,$935 ,48
3881,6/19/2019,Bachelors,IT Support,Active,Part-Time,Zone B,Part-Time,IT/IS,Field Operations,Massachusetts,Male,Other,Divorced,Fully Meets,3,5,3,5,Project Management,External,Failed,3,$171 ,27
3882,1/30/2019,Masters,IT Support,Active,Contract,Zone C,Part-Time,IT/IS,Wireless,Massachusetts,Female,Asian,Married,Fully Meets,3,5,3,3,Customer Service,Internal,Completed,2,$654 ,73
3883,5/6/2022,Doctorate,IT Support,Active,Contract,Zone B,Full-Time,IT/IS,Field Operations,Massachusetts,Female,White,Widowed,Fully Meets,3,2,2,1,Communication Skills,Internal,Incomplete,2,$843 ,31
3884,2/2/2019,Post Graduate,IT Support,Active,Full-Time,Zone B,Temporary,IT/IS,Engineers,Massachusetts,Female,Black,Widowed,Fully Meets,3,4,2,3,Customer Service,External,Passed,1,$790 ,32
3885,12/8/2021,Bachelors,Sr. Network Engineer,Active,Full-Time,Zone B,Part-Time,IT/IS,Engineers,Connecticut,Female,Black,Single,Fully Meets,3,5,5,5,Communication Skills,External,Failed,2,$325 ,73
3886,10/12/2018,Masters,Sr. Network Engineer,Active,Part-Time,Zone B,Temporary,IT/IS,Wireless,Connecticut,Male,Other,Single,Fully Meets,3,5,2,5,Technical Skills,External,Passed,4,$298 ,41
3889,9/5/2022,Doctorate,Network Engineer,Active,Contract,Zone B,Part-Time,Executive Office,General - Con,Massachusetts,Male,Black,Single,Fully Meets,3,2,1,1,Technical Skills,External,Incomplete,1,$293 ,40
3890,7/19/2022,Post Graduate,Network Engineer,Active,Full-Time,Zone B,Temporary,IT/IS,General - Con,Massachusetts,Male,Asian,Divorced,Fully Meets,3,2,3,3,Project Management,External,Completed,4,$597 ,23
3891,5/26/2022,Post Graduate,Network Engineer,Active,Full-Time,Zone C,Temporary,IT/IS,Engineers,Massachusetts,Male,Other,Single,Fully Meets,3,3,2,2,Leadership Development,External,Passed,5,$775 ,62
3892,10/31/2022,Post Graduate,Network Engineer,Active,Full-Time,Zone A,Full-Time,IT/IS,Engineers,Massachusetts,Male,Hispanic,Divorced,Fully Meets,3,5,4,2,Technical Skills,External,Completed,5,$895 ,44
3893,3/22/2023,Diplomas,IT Support,Active,Full-Time,Zone B,Part-Time,IT/IS,General - Con,Massachusetts,Female,Asian,Married,Fully Meets,3,3,1,2,Leadership Development,External,Failed,1,$242 ,70
3894,5/29/2023,Masters,IT Support,Active,Full-Time,Zone A,Full-Time,IT/IS,Aerial,Massachusetts,Female,Black,Married,Fully Meets,3,4,3,5,Leadership Development,External,Failed,4,$533 ,64
3895,2/23/2020,Doctorate,IT Support,Active,Full-Time,Zone C,Full-Time,IT/IS,Splicing,Massachusetts,Female,Other,Single,Fully Meets,3,2,1,2,Technical Skills,External,Completed,1,$984 ,77
3896,8/13/2019,Doctorate,IT Support,Active,Part-Time,Zone B,Temporary,IT/IS,Engineers,Massachusetts,Female,Other,Widowed,Fully Meets,3,5,3,1,Technical Skills,Internal,Passed,4,$294 ,39
3897,3/25/2019,Bachelors,Sr. Network Engineer,Active,Part-Time,Zone A,Part-Time,IT/IS,Aerial,Connecticut,Female,Black,Married,Fully Meets,3,5,4,3,Technical Skills,Internal,Incomplete,3,$381 ,63
3900,6/16/2023,Diplomas,Principal Data Architect,Active,Contract,Zone C,Full-Time,IT/IS,Field Operations,Massachusetts,Female,Asian,Single,Fully Meets,3,5,2,1,Technical Skills,Internal,Passed,5,$143 ,28
3901,6/18/2021,Post Graduate,Network Engineer,Active,Part-Time,Zone A,Temporary,Executive Office,Project Management - Eng,Massachusetts,Male,Hispanic,Single,Fully Meets,3,1,2,5,Customer Service,External,Failed,1,$877 ,33
3902,5/22/2023,Bachelors,Network Engineer,Active,Contract,Zone B,Temporary,Executive Office,Wireline Construction,Massachusetts,Male,Black,Single,Fully Meets,3,3,1,1,Leadership Development,External,Failed,4,$768 ,59
3903,5/14/2019,Masters,Network Engineer,Active,Full-Time,Zone A,Full-Time,IT/IS,Field Operations,Massachusetts,Male,Hispanic,Single,Fully Meets,3,1,4,3,Communication Skills,External,Incomplete,4,$153 ,26
3904,12/27/2020,Masters,Network Engineer,Active,Contract,Zone A,Part-Time,IT/IS,Engineers,Massachusetts,Male,Asian,Widowed,Fully Meets,3,4,4,1,Project Management,External,Passed,5,$340 ,50
3905,8/4/2020,Post Graduate,Network Engineer,Active,Full-Time,Zone A,Full-Time,IT/IS,Billable Consultants,Massachusetts,Female,Black,Widowed,Fully Meets,3,5,5,5,Project Management,Internal,Failed,3,$233 ,62
3906,8/25/2020,Masters,IT Support,Active,Contract,Zone C,Temporary,IT/IS,Wireline Construction,Massachusetts,Female,Other,Married,Fully Meets,3,3,2,4,Project Management,Internal,Completed,2,$735 ,45
3907,2/24/2022,Bachelors,IT Support,Active,Full-Time,Zone A,Temporary,IT/IS,Engineers,Massachusetts,Female,White,Married,Fully Meets,3,3,2,5,Technical Skills,External,Incomplete,3,$282 ,58
3908,8/6/2019,Diplomas,IT Support,Active,Part-Time,Zone C,Temporary,IT/IS,Splicing,Massachusetts,Female,Black,Married,Needs Improvement,3,2,5,3,Project Management,External,Failed,1,$490 ,33
3909,8/1/2021,Diplomas,IT Support,Active,Part-Time,Zone C,Part-Time,IT/IS,General - Eng,Massachusetts,Female,Other,Married,Needs Improvement,3,1,1,2,Project Management,Internal,Failed,4,$436 ,77
3910,7/13/2022,Doctorate,Sr. Network Engineer,Active,Part-Time,Zone A,Part-Time,IT/IS,Wireless,Massachusetts,Female,White,Widowed,Needs Improvement,3,5,3,4,Leadership Development,External,Incomplete,5,$249 ,25
3911,5/28/2021,Post Graduate,Sr. Network Engineer,Active,Full-Time,Zone A,Part-Time,IT/IS,Splicing,Connecticut,Male,White,Widowed,Fully Meets,3,2,5,4,Customer Service,External,Failed,5,$395 ,71
3914,2/4/2020,Diplomas,Network Engineer,Active,Contract,Zone C,Temporary,Executive Office,Engineers,Massachusetts,Male,Other,Single,Exceeds,3,3,5,3,Leadership Development,Internal,Failed,1,$560 ,62
3915,8/28/2022,Diplomas,Network Engineer,Active,Contract,Zone B,Part-Time,IT/IS,Field Operations,Massachusetts,Male,Other,Widowed,Fully Meets,3,5,3,1,Leadership Development,External,Completed,2,$602 ,31
3916,6/27/2022,Diplomas,Network Engineer,Active,Part-Time,Zone C,Temporary,IT/IS,Project Management - Con,Massachusetts,Male,Other,Widowed,Fully Meets,3,1,3,1,Communication Skills,External,Passed,4,$344 ,58
3917,12/19/2019,Masters,Network Engineer,Active,Part-Time,Zone C,Full-Time,IT/IS,General - Con,Massachusetts,Female,Black,Widowed,Exceeds,3,3,1,4,Project Management,Internal,Failed,3,$329 ,26
3918,9/24/2020,Doctorate,Network Engineer,Active,Contract,Zone A,Full-Time,IT/IS,Field Operations,Massachusetts,Female,Asian,Widowed,Fully Meets,3,3,3,5,Communication Skills,External,Completed,3,$702 ,60
3919,7/6/2023,Masters,IT Support,Active,Contract,Zone C,Full-Time,IT/IS,Field Operations,Massachusetts,Female,Asian,Divorced,Fully Meets,3,3,3,2,Customer Service,External,Completed,5,$229 ,79
3920,4/11/2021,Doctorate,IT Support,Active,Full-Time,Zone A,Part-Time,IT/IS,Field Operations,Massachusetts,Female,Other,Divorced,Fully Meets,3,2,1,4,Customer Service,Internal,Failed,3,$809 ,60
3921,2/12/2020,Masters,IT Support,Active,Contract,Zone A,Part-Time,IT/IS,Splicing,Massachusetts,Female,Other,Married,Fully Meets,3,4,3,2,Customer Service,External,Completed,5,$394 ,77
3922,12/25/2018,Doctorate,IT Support,Active,Part-Time,Zone A,Full-Time,IT/IS,General - Con,Massachusetts,Female,White,Widowed,Fully Meets,3,5,3,1,Communication Skills,External,Incomplete,1,$630 ,22
3923,12/25/2021,Doctorate,Sr. Network Engineer,Active,Full-Time,Zone C,Part-Time,IT/IS,Aerial,Massachusetts,Female,Hispanic,Single,Exceeds,3,2,4,3,Project Management,External,Failed,2,$378 ,66
3924,5/22/2021,Bachelors,Sr. Network Engineer,Active,Full-Time,Zone B,Full-Time,IT/IS,General - Con,Connecticut,Male,Other,Widowed,Fully Meets,3,2,4,5,Customer Service,External,Passed,2,$716 ,28
3926,2/27/2019,Diplomas,Sr. Network Engineer,Active,Full-Time,Zone C,Full-Time,IT/IS,Wireless,Massachusetts,Female,Hispanic,Single,Needs Improvement,3,4,1,4,Customer Service,Internal,Incomplete,2,$449 ,78
3927,3/1/2020,Post Graduate,Network Engineer,Active,Contract,Zone C,Temporary,Executive Office,Aerial,Massachusetts,Male,Other,Single,Fully Meets,3,5,4,1,Customer Service,External,Completed,2,$879 ,38
3928,1/27/2021,Diplomas,Network Engineer,Active,Full-Time,Zone A,Temporary,IT/IS,General - Con,Massachusetts,Male,White,Widowed,Fully Meets,3,4,2,1,Leadership Development,Internal,Failed,1,$800 ,65
3929,6/18/2023,Post Graduate,Network Engineer,Active,Contract,Zone C,Part-Time,IT/IS,Wireline Construction,Massachusetts,Female,Asian,Married,Fully Meets,3,2,5,2,Technical Skills,Internal,Failed,3,$618 ,46
3930,11/24/2019,Doctorate,Network Engineer,Active,Contract,Zone A,Part-Time,IT/IS,General - Con,Massachusetts,Female,Asian,Married,Fully Meets,3,4,4,4,Leadership Development,External,Failed,5,$523 ,35
